timestamp,open,high,low,volume,tic,close,macd,boll_ub,boll_lb,atr,rsi,close_7_sma,close_30_ema,close_365_ema,log-ret
2021-01-02,0.18134,0.18473,0.17,462201570.9,ADAUSDT,0.17509,0.0,0.1795501176003293,0.1729598823996707,0.014729999999999993,100.0,0.17509,0.17509,0.17509,0.0
2021-01-02,37.3596,38.959,36.9555,2435989.127,BNBUSDT,37.7762,0.0,0.1795501176003293,0.1729598823996707,2.0035000000000025,100.0,37.7762,37.7762,37.7762,0.0
2021-01-02,28923.63,29600.0,28624.57,54182.925011,BTCUSDT,29331.69,0.0,0.1795501176003293,0.1729598823996707,975.4300000000003,100.0,29331.69,29331.69,29331.69,0.0
2021-01-02,0.0046716,0.005697,0.004601,3019717963.0,DOGEUSDT,0.00568,0.0,0.1795501176003293,0.1729598823996707,0.0010959999999999998,100.0,0.00568,0.00568,0.00568,0.0
2021-01-02,5.6576,5.8614,5.594,1195797.11,ETCUSDT,5.6938,0.0,0.1795501176003293,0.1729598823996707,0.2673999999999994,100.0,5.6938,5.6938,5.6938,0.0
2021-01-02,736.42,749.0,714.29,675114.09329,ETHUSDT,728.91,0.0,0.1795501176003293,0.1729598823996707,34.710000000000036,100.0,728.91,728.91,728.91,0.0
2021-01-02,124.22,133.97,122.89,1539801.80815,LTCUSDT,126.24,0.0,0.1795501176003293,0.1729598823996707,11.079999999999998,100.0,126.24,126.24,126.24,0.0
2021-01-02,1.5088,1.86,1.499,4421991.45,SOLUSDT,1.8421,0.0,0.1795501176003293,0.1729598823996707,0.361,100.0,1.8421,1.8421,1.8421,0.0
2021-01-02,0.02677,0.02738,0.02646,687812306.6,TRXUSDT,0.02685,0.0,0.1795501176003293,0.1729598823996707,0.0009200000000000007,100.0,0.02685,0.02685,0.02685,0.0
2021-01-02,0.21953,0.25,0.216,1490489727.4,XRPUSDT,0.23746,0.0,0.1795501176003293,0.1729598823996707,0.034,100.0,0.23746,0.23746,0.23746,0.0
2021-01-03,0.17505,0.18457,0.16793,660303281.2,ADAUSDT,0.17742,5.227564102566751e-05,0.1795501176003293,0.1729598823996707,0.015720370370370374,100.0,0.176255,0.17629383333333332,0.1762581917808219,0.013219675654215477
2021-01-03,37.7637,38.8798,36.8,3018062.206,BNBUSDT,38.2331,0.010250961538467607,38.650804176648265,37.35849582335173,2.0430629629629675,100.0,38.00465,38.012265000000006,38.00527589041096,0.012022357875586262
2021-01-03,29331.7,33300.0,28946.53,129993.873362,BTCUSDT,32178.33,63.86692307692647,34780.76689519375,26729.253104806252,2727.006296296297,100.0,30755.010000000002,30802.454,30758.909506849315,0.09262474311680098
2021-01-03,0.0056783,0.013988,0.005524,46333347255.0,DOGEUSDT,0.0105264,0.00010873333333333464,0.014957044608684968,0.0012493553913150313,0.004916444444444444,100.0,0.0081032,0.008183973333333334,0.008109838904109589,0.6169351546165364
2021-01-03,5.6962,5.9604,5.5725,2049822.63,ETCUSDT,5.7763,0.0018509615384614264,5.85172261889578,5.618377381104221,0.3298814814814813,100.0,5.73505,5.7364250000000006,5.735163013698631,0.014385475753610223
2021-01-03,728.91,787.69,714.91,1352618.57668,ETHUSDT,774.56,1.0241987179488206,816.2938491223317,687.1761508776681,54.45000000000007,100.0,751.7349999999999,752.4958333333332,751.7975342465754,0.06074485859426622
2021-01-03,126.2,142.0,123.15,2442266.765,LTCUSDT,136.96,0.24051282051283351,146.7603693886396,116.43963061136039,15.108888888888885,100.0,131.6,131.77866666666665,131.61468493150687,0.08150405529586795
2021-01-03,1.8421,2.0,1.7116,5253819.62,SOLUSDT,1.7999,-0.0009467948717947205,1.8806798123321449,1.7613201876678555,0.3233555555555555,0.0,1.8210000000000002,1.8202966666666667,1.8209421917808222,-0.023175117372738013
2021-01-03,0.02686,0.02794,0.0265,1134173980.6,TRXUSDT,0.02721,8.076923076923148e-06,0.02753911688245432,0.026520883117545677,0.00118962962962963,100.0,0.02703,0.027035999999999998,0.027030493150684932,0.013318731840281437
2021-01-03,0.2374,0.23823,0.21084,1134029208.3,XRPUSDT,0.22064,-0.00037737179487179473,0.25283707211911544,0.20526292788088454,0.030572592592592592,0.0,0.22905,0.22876966666666668,0.2290269589041096,-0.07346677419265449
2021-01-04,0.1774,0.2096,0.17255,1201451449.3,ADAUSDT,0.20615,0.0009575251235833526,0.2208183178781859,0.15162168212181404,0.023363162705667274,100.0,0.18621999999999997,0.18691648278415401,0.18627677448733473,0.1500842560604683
2021-01-04,38.2331,41.7017,37.763,4903626.697,BNBUSDT,41.2575,0.10684822271065286,42.87268831659181,35.30517835007486,2.7223040219378474,100.0,39.08893333333334,39.16690062939653,39.095296138872484,0.07613128186406368
2021-01-04,32176.45,34778.11,31962.99,120957.56675,BTCUSDT,33000.05,106.8606247744865,35353.5036887599,27653.209644573442,2758.5790310786106,100.0,31503.35666666667,31584.345801554988,31510.053473213302,0.025215831986554423
2021-01-04,0.0105245,0.01405,0.0092693,29648808916.0,DOGEUSDT,0.0098209,0.00011667033601689934,0.013912328899022294,0.0034392044343110415,0.0048678047531992685,86.44762226228798,0.008675766666666668,0.008766382265827473,0.008683320674746545,-0.06937361948829748
2021-01-04,5.7765,6.6676,5.7594,5685003.59,ETCUSDT,6.5678,0.02690286003070952,6.977742826258013,5.047523840408654,0.5371034734917731,100.0,6.0126333333333335,6.032223361717882,6.014230858995787,0.1284155817166707
2021-01-04,774.44,1011.07,768.71,2813603.88615,ETHUSDT,978.28,7.622377466686999,1092.7949212468582,561.7050787531418,121.78155393053021,100.0,827.25,832.8285190670123,827.7057328436033,0.23350080143632587
2021-01-04,136.94,164.7,135.3,3813834.07669,LTCUSDT,161.24,1.0593824191259102,177.34490206315922,105.61509793684081,20.229652650822658,100.0,141.48000000000002,142.2608367271381,141.54394939901323,0.163205025855533
2021-01-04,1.7998,2.38,1.7973,8318341.13,SOLUSDT,2.1779,0.010515352788720733,2.3542342774369676,1.5256990558963661,0.41628336380255937,90.60712940451323,1.9399666666666668,1.947529840799704,1.9405806993664871,0.19063000197112967
2021-01-04,0.0272,0.03004,0.02652,2556032496.1,TRXUSDT,0.02949,8.099426673511406e-05,0.030713284826907723,0.024986715173092276,0.0020246435100548456,100.0,0.02785,0.02790911884487227,0.027854825108337755,0.08046667003202995
2021-01-04,0.22064,0.23852,0.215,1178158964.4,XRPUSDT,0.2254,-0.0003332392548235641,0.24517333717800804,0.21049332948865862,0.028045521023766,23.357868909919333,0.22783333333333333,0.22757075897815626,0.2278113419870095,0.021344187560684118
2021-01-05,0.20625,0.23992,0.19203,1463415575.6,ADAUSDT,0.22528,0.002036465188451686,0.24418990293182496,0.14778009706817502,0.030192350076103498,100.0,0.195985,0.19748702978172403,0.1961078704584588,0.08874001381676858
2021-01-05,41.256,43.2039,38.02,5306248.166,BNBUSDT,41.1333,0.14367977839020085,43.304612640120475,35.89543735987953,3.4077042617960442,96.26638094073907,39.600025,39.708715313540516,39.608992411037455,-0.0030149020055078644
2021-01-05,33000.05,33600.0,28130.0,140899.88569,BTCUSDT,31988.71,87.282075030329,34805.57369191308,28443.81630808692,3513.5398772196854,76.08484465804167,31624.695,31695.762873658903,31630.70293720486,-0.031126048570094073
2021-01-05,0.0098188,0.0115198,0.0076,14328029441.0,DOGEUSDT,0.0097613,0.00011526911140583539,0.013358435371257076,0.0045358646287429255,0.004603844830035515,85.39473824140816,0.008947150000000001,0.00904051835738069,0.008955034566665892,-0.006087179584881898
2021-01-05,6.569,7.6398,6.25,10260011.67,ETCUSDT,7.0374,0.05459236291559133,7.561536985194949,4.97611301480505,0.7745260273972601,100.0,6.268825,6.309186155197929,6.272129376046348,0.06905986275679592
2021-01-05,978.33,1162.97,890.0,4245010.94004,ETHUSDT,1041.43,12.716560087869084,1185.5612643185214,576.0287356814787,163.8780629122273,100.0,880.795,890.305828708842,881.5767589998991,0.06255412006085227
2021-01-05,161.23,173.66,139.31,3530422.20392,LTCUSDT,155.34,1.1928403391333688,177.34294849472212,112.54705150527786,24.161284627092837,84.34555654226861,144.945,145.8646228264891,145.02136173345573,-0.03727767525746377
2021-01-05,2.1789,2.4989,1.86,7800814.8,SOLUSDT,2.4909,0.02677160342933904,2.7241822554924973,1.431217744507503,0.47826814814814805,94.80476529730659,2.0777,2.0972481206067335,2.0792933773098303,0.1342829811795315
2021-01-05,0.02949,0.03219,0.0268,4735501702.0,TRXUSDT,0.03095,0.00016488628414743425,0.032507730997635556,0.024742269002364443,0.002961684424150179,100.0,0.028624999999999998,0.028746992415834255,0.02863499036409241,0.04832177630342012
2021-01-05,0.2254,0.26091,0.218,1518296110.4,XRPUSDT,0.23565,6.507228361585238e-05,0.24596003123869814,0.21361496876130187,0.03218434703196347,50.28629391909617,0.2297875,0.22979688429522754,0.22978714265984118,0.0444710517640639
2021-01-06,0.22518,0.26429,0.20696,1478887679.33,ADAUSDT,0.25873,0.003910924845606206,0.27847921084391697,0.13858878915608303,0.03645256564843783,100.0,0.208534,0.211421288260338,0.20876992535232358,0.1384409739365227
2021-01-06,41.13,41.8375,38.8014,3513141.346,BNBUSDT,41.8219,0.18806965259432218,43.81830513924238,36.27049486075762,3.321981187286452,96.9469779696622,40.0444,40.18951599203844,40.056437388901166,0.01660211334564015
2021-01-06,31989.75,34360.0,29900.0,116049.997038,BTCUSDT,33949.53,152.8314170468293,35541.09332066683,28638.23067933317,3731.8728727384096,84.04957029872284,32089.662,32208.549460872273,32099.564596389002,0.059491981974053296
2021-01-06,0.0097721,0.0102822,0.0088501,5427135672.0,DOGEUSDT,0.00997,0.00012038565527406307,0.01308002200824733,0.00522341799175267,0.0038721747542499606,86.03608873768091,0.00915172,0.009251997934762767,0.009160258313068935,0.02115499569732987
2021-01-06,7.0333,7.4169,6.6902,5565471.85,ETCUSDT,7.271,0.07778459956881711,7.903418984213396,5.035101015786604,0.763493338777765,100.0,6.46926,6.528022091371745,6.474098787897474,0.03265504989454243
2021-01-06,1041.45,1134.6,974.45,2706995.67525,ETHUSDT,1099.56,17.530073609553142,1253.1029529074247,595.9930470925754,163.01805928025414,100.0,924.548,937.9162189317027,925.6524840461846,0.05431533107655984
2021-01-06,155.33,162.8,146.52,1998205.92425,LTCUSDT,158.43,1.3632052963518504,178.1820798951149,117.1019201048851,22.343200124901667,85.61560524839231,147.642,148.7235503538925,147.732558478535,0.01969659239545034
2021-01-06,2.4911,2.5093,2.0621,6702006.99,SOLUSDT,2.1636,0.022017376975159042,2.6599972692459506,1.52976273075405,0.47110123040154683,63.0660955100178,2.0948800000000003,2.112344779614492,2.096339988343892,-0.14087058993882257
2021-01-06,0.03096,0.03125,0.02693,4639853362.5,TRXUSDT,0.02852,0.0001103053877934794,0.03196785493147371,0.02524014506852629,0.0032750257909938706,59.76733802357997,0.028604,0.028695346145517085,0.028611739568997076,-0.08176740358450989
2021-01-06,0.23568,0.24269,0.21774,1184439077.1,XRPUSDT,0.22573,-0.00011460074971000878,0.24344436963862895,0.21450763036137102,0.030515500537437477,36.80747368029241,0.22897599999999999,0.2288715696547008,0.2289667974648239,-0.043008058574253494
