timestamp,open,high,low,volume,tic,close
2021-01-02,0.18134,0.18473,0.17,462201570.9,ADAUSDT,0.17509
2021-01-03,0.17505,0.18457,0.16793,660303281.2,ADAUSDT,0.17742
2021-01-04,0.1774,0.2096,0.17255,1201451449.3,ADAUSDT,0.20615
2021-01-05,0.20625,0.23992,0.19203,1463415575.6,ADAUSDT,0.22528
2021-01-06,0.22518,0.26429,0.20696,1478887679.33,ADAUSDT,0.25873
2021-01-07,0.25889,0.34772,0.25347,2059110042.76,ADAUSDT,0.33309
2021-01-08,0.33311,0.3553,0.2785,1411321698.55,ADAUSDT,0.29928
2021-01-09,0.29917,0.32165,0.26175,1284205249.4,ADAUSDT,0.30389
2021-01-10,0.30392,0.33851,0.29583,820267450.7,ADAUSDT,0.33062
2021-01-11,0.33062,0.3412,0.27948,908667596.0,ADAUSDT,0.30153
2021-01-12,0.30154,0.30397,0.2288,1538966424.3,ADAUSDT,0.2757
2021-01-13,0.27563,0.31442,0.2628,1059013244.8,ADAUSDT,0.28888
2021-01-14,0.28875,0.31587,0.27,715473111.9,ADAUSDT,0.3123
2021-01-15,0.31246,0.32455,0.29646,656502674.0,ADAUSDT,0.31201
2021-01-16,0.31203,0.33225,0.27739,853517402.8,ADAUSDT,0.30188
2021-01-17,0.30189,0.36696,0.30186,1219589043.23,ADAUSDT,0.35071
2021-01-18,0.35057,0.3974,0.34076,1422650839.29,ADAUSDT,0.38081
2021-01-19,0.38077,0.39724,0.36413,636785470.4,ADAUSDT,0.37123
2021-01-20,0.37132,0.39001,0.362,606641543.0,ADAUSDT,0.3672
2021-01-21,0.3672,0.3769,0.33033,656351514.5,ADAUSDT,0.37532
2021-01-22,0.37548,0.37945,0.3,802690568.5,ADAUSDT,0.30785
2021-01-23,0.30786,0.3598,0.28,898752288.0,ADAUSDT,0.34867
2021-01-24,0.34842,0.35763,0.33541,418300948.7,ADAUSDT,0.34583
2021-01-25,0.34575,0.36926,0.33613,458536220.6,ADAUSDT,0.35345
2021-01-26,0.35346,0.36415,0.34034,407390809.5,ADAUSDT,0.34308
2021-01-27,0.34284,0.35111,0.32404,354428194.0,ADAUSDT,0.3433
2021-01-28,0.34342,0.34396,0.30404,422544056.1,ADAUSDT,0.31144
2021-01-29,0.31142,0.35575,0.30431,487709261.2,ADAUSDT,0.34409
2021-01-30,0.34409,0.36836,0.3305,666472809.5,ADAUSDT,0.34752
2021-01-31,0.34764,0.37694,0.337,510716622.4,ADAUSDT,0.364
2021-02-01,0.36395,0.37752,0.338,399794774.9,ADAUSDT,0.34475
2021-02-02,0.34464,0.42411,0.33214,844822325.13,ADAUSDT,0.40876
2021-02-03,0.40882,0.4559,0.38868,1501769862.49,ADAUSDT,0.42498
2021-02-04,0.425,0.44961,0.41509,541252929.4,ADAUSDT,0.44189
2021-02-05,0.44213,0.45,0.41003,536142412.3,ADAUSDT,0.43934
2021-02-06,0.43903,0.56,0.43638,1277155737.26,ADAUSDT,0.53917
2021-02-07,0.53874,0.66706,0.51901,1255504052.74,ADAUSDT,0.63444
2021-02-08,0.63444,0.70888,0.58,1596532267.5,ADAUSDT,0.66109
2021-02-09,0.66109,0.7238,0.63191,1008667679.66,ADAUSDT,0.67638
2021-02-10,0.67674,0.71206,0.6624,590482327.7,ADAUSDT,0.70562
2021-02-11,0.70562,0.95306,0.70555,1693219939.33,ADAUSDT,0.93966
2021-02-12,0.94041,0.98,0.86513,975100368.22,ADAUSDT,0.92796
2021-02-13,0.9281,0.94825,0.866,649547803.8,ADAUSDT,0.92426
2021-02-14,0.92418,0.95053,0.82,586878561.3,ADAUSDT,0.91299
2021-02-15,0.91303,0.919,0.80666,539495015.4,ADAUSDT,0.84364
2021-02-16,0.84288,0.911,0.6856,932826536.9,ADAUSDT,0.86143
2021-02-17,0.86128,0.90591,0.83334,526075390.6,ADAUSDT,0.87
2021-02-18,0.8699,0.89745,0.8215,460328636.1,ADAUSDT,0.89206
2021-02-19,0.89206,0.9578,0.89202,580074009.4,ADAUSDT,0.91442
2021-02-20,0.91433,0.9456,0.87851,547803715.8,ADAUSDT,0.92581
2021-02-21,0.92597,1.2,0.91329,1480541916.53,ADAUSDT,1.11568
2021-02-22,1.1156,1.15172,1.0675,636265765.2,ADAUSDT,1.09894
2021-02-23,1.09955,1.146,0.831,1333970209.1,ADAUSDT,1.09703
2021-02-24,1.09728,1.142,0.81,1625220448.7,ADAUSDT,0.96197
2021-02-25,0.96136,1.077,0.8978,946049063.3,ADAUSDT,1.04902
