timestamp,open,high,low,volume,tic,close
2021-01-02,28923.63,29600.0,28624.57,54182.925011,BTCUSDT,29331.69
2021-01-03,29331.7,33300.0,28946.53,129993.873362,BTCUSDT,32178.33
2021-01-04,32176.45,34778.11,31962.99,120957.56675,BTCUSDT,33000.05
2021-01-05,33000.05,33600.0,28130.0,140899.88569,BTCUSDT,31988.71
2021-01-06,31989.75,34360.0,29900.0,116049.997038,BTCUSDT,33949.53
2021-01-07,33949.53,36939.21,33288.0,127139.20131,BTCUSDT,36769.36
2021-01-08,36769.36,40365.0,36300.0,132825.700437,BTCUSDT,39432.28
2021-01-09,39432.48,41950.0,36500.0,139789.957499,BTCUSDT,40582.81
2021-01-10,40586.96,41380.0,38720.0,75785.979675,BTCUSDT,40088.22
2021-01-11,40088.22,41350.0,35111.11,118209.544503,BTCUSDT,38150.02
2021-01-12,38150.02,38264.74,30420.0,251156.138287,BTCUSDT,35404.47
2021-01-13,35410.37,36628.0,32531.0,133948.151996,BTCUSDT,34051.24
2021-01-14,34049.15,37850.0,32380.0,124477.914938,BTCUSDT,37371.38
2021-01-15,37371.38,40100.0,36701.23,102950.389421,BTCUSDT,39144.5
2021-01-16,39145.21,39747.76,34408.0,118300.920916,BTCUSDT,36742.22
2021-01-17,36737.43,37950.0,35357.8,86348.431508,BTCUSDT,35994.98
2021-01-18,35994.98,36852.5,33850.0,80157.727384,BTCUSDT,35828.61
2021-01-19,35824.99,37469.83,34800.0,70698.11875,BTCUSDT,36631.27
2021-01-20,36622.46,37850.0,35844.06,79611.307769,BTCUSDT,35891.49
2021-01-21,35901.94,36415.31,33400.0,89368.422918,BTCUSDT,35468.23
2021-01-22,35468.23,35600.0,30071.0,135004.076658,BTCUSDT,30850.13
2021-01-23,30851.99,33826.53,28850.0,142971.684049,BTCUSDT,32945.17
2021-01-24,32950.0,33456.0,31390.16,64595.287675,BTCUSDT,32078.0
2021-01-25,32078.0,33071.0,30900.0,57978.037966,BTCUSDT,32259.9
2021-01-26,32259.45,34875.0,31910.0,88499.226921,BTCUSDT,32254.2
2021-01-27,32254.19,32921.88,30837.37,84972.20691,BTCUSDT,32467.77
2021-01-28,32464.01,32557.29,29241.72,95911.961711,BTCUSDT,30366.15
2021-01-29,30362.19,33783.98,29842.1,92621.145617,BTCUSDT,33364.86
2021-01-30,33368.18,38531.9,31915.4,231827.005626,BTCUSDT,34252.2
2021-01-31,34246.28,34933.0,32825.0,84889.68134,BTCUSDT,34262.88
2021-02-01,34262.89,34342.69,32171.67,68742.280384,BTCUSDT,33092.98
2021-02-02,33092.97,34717.27,32296.16,82718.276882,BTCUSDT,33526.37
2021-02-03,33517.09,35984.33,33418.0,78056.65988,BTCUSDT,35466.24
2021-02-04,35472.71,37662.63,35362.38,80784.333663,BTCUSDT,37618.87
2021-02-05,37620.26,38708.27,36161.95,92080.735898,BTCUSDT,36936.66
2021-02-06,36936.65,38310.12,36570.0,66681.334275,BTCUSDT,38290.24
2021-02-07,38289.32,40955.51,38215.94,98757.311183,BTCUSDT,39186.94
2021-02-08,39181.01,39700.0,37351.0,84363.679763,BTCUSDT,38795.69
2021-02-09,38795.69,46794.45,37988.89,138597.536914,BTCUSDT,46374.87
2021-02-10,46374.86,48142.19,44961.09,115499.861712,BTCUSDT,46420.42
2021-02-11,46420.42,47310.0,43727.0,97154.1822,BTCUSDT,44807.58
2021-02-12,44807.58,48678.9,43994.02,89561.081454,BTCUSDT,47969.51
2021-02-13,47968.66,48985.8,46125.0,85870.035697,BTCUSDT,47287.6
2021-02-14,47298.15,48150.0,46202.53,63768.097399,BTCUSDT,47153.69
2021-02-15,47156.78,49707.43,47014.17,73735.475533,BTCUSDT,48577.79
2021-02-16,48580.47,49010.92,45570.79,79398.156784,BTCUSDT,47911.1
2021-02-17,47911.1,50689.18,47003.62,88813.266298,BTCUSDT,49133.45
2021-02-18,49133.45,52618.74,48947.0,85743.637818,BTCUSDT,52119.71
2021-02-19,52117.67,52530.0,50901.9,60758.046954,BTCUSDT,51552.6
2021-02-20,51552.61,56368.0,50710.2,79659.77802,BTCUSDT,55906.0
2021-02-21,55906.0,57700.46,53863.93,80948.205314,BTCUSDT,55841.19
2021-02-22,55841.19,58352.8,55477.59,58166.708511,BTCUSDT,57408.57
2021-02-23,57412.35,57508.47,47622.0,134019.434944,BTCUSDT,54087.67
2021-02-24,54087.67,54183.59,44892.56,169375.025051,BTCUSDT,48891.0
2021-02-25,48891.0,51374.99,46988.69,91881.209252,BTCUSDT,49676.2
2021-02-26,49676.21,52041.73,46674.34,83310.673121,BTCUSDT,47073.73
2021-02-27,47073.73,48424.11,44106.78,109423.200663,BTCUSDT,46276.87
2021-02-28,46276.88,48394.0,45000.0,66060.834292,BTCUSDT,46106.43
2021-03-01,46103.67,46638.46,43000.0,83055.369042,BTCUSDT,45135.66
2021-03-02,45134.11,49790.0,44950.53,85086.111648,BTCUSDT,49587.03
2021-03-03,49595.76,50200.0,47047.6,64221.06214,BTCUSDT,48440.65
2021-03-04,48436.61,52640.0,48100.71,81035.913705,BTCUSDT,50349.37
2021-03-05,50349.37,51773.88,47500.0,82649.716829,BTCUSDT,48374.09
2021-03-06,48374.09,49448.93,46300.0,78192.496372,BTCUSDT,48751.71
2021-03-07,48746.81,49200.0,47070.0,44399.234242,BTCUSDT,48882.2
2021-03-08,48882.2,51450.03,48882.2,55235.028032,BTCUSDT,50971.75
2021-03-09,50959.11,52402.78,49274.67,66987.359664,BTCUSDT,52375.17
2021-03-10,52375.18,54895.0,51789.41,71656.737076,BTCUSDT,54884.5
2021-03-11,54874.67,57387.69,53005.0,84749.238943,BTCUSDT,55851.59
2021-03-12,55851.59,58150.0,54272.82,81914.812859,BTCUSDT,57773.16
2021-03-13,57773.15,58081.51,54962.84,73405.406047,BTCUSDT,57221.72
2021-03-14,57221.72,61844.0,56078.23,83245.091346,BTCUSDT,61188.39
2021-03-15,61188.38,61724.79,58966.78,52601.05275,BTCUSDT,58968.31
2021-03-16,58976.08,60633.43,54600.0,102771.427298,BTCUSDT,55605.2
2021-03-17,55605.2,56938.29,53271.34,77986.694355,BTCUSDT,56900.75
2021-03-18,56900.74,58974.73,54123.69,70421.620841,BTCUSDT,58912.97
2021-03-19,58912.97,60129.97,57023.0,66580.406675,BTCUSDT,57648.16
2021-03-20,57641.0,59468.0,56270.74,52392.652961,BTCUSDT,58030.01
2021-03-21,58030.01,59880.0,57820.17,44476.941776,BTCUSDT,58102.28
2021-03-22,58100.02,58589.1,55450.11,48564.470274,BTCUSDT,57351.56
2021-03-23,57351.56,58430.73,53650.0,62581.626169,BTCUSDT,54083.25
2021-03-24,54083.25,55830.9,53000.0,59789.365427,BTCUSDT,54340.89
2021-03-25,54342.8,57200.0,51700.0,83537.465021,BTCUSDT,52303.65
2021-03-26,52303.66,53287.0,50427.56,87400.534538,BTCUSDT,51293.78
2021-03-27,51293.78,55073.46,51214.6,63813.774692,BTCUSDT,55025.59
2021-03-28,55025.59,56700.36,53950.0,50105.475055,BTCUSDT,55817.14
2021-03-29,55817.14,56559.75,54691.84,39050.387511,BTCUSDT,55777.63
2021-03-30,55777.65,58405.82,54800.01,67857.937398,BTCUSDT,57635.47
2021-03-31,57635.46,59368.0,57071.35,55122.443122,BTCUSDT,58746.57
2021-04-01,58746.57,59800.0,56769.0,60975.542666,BTCUSDT,58740.55
2021-04-02,58739.46,59490.0,57935.45,47415.61722,BTCUSDT,58720.44
2021-04-03,58720.45,60200.0,58428.57,47382.418781,BTCUSDT,58950.01
2021-04-04,58950.01,59791.72,56880.0,47409.852113,BTCUSDT,57051.94
2021-04-05,57051.95,58492.85,56388.0,41314.081973,BTCUSDT,58202.01
2021-04-06,58202.01,59272.0,56777.77,54258.01579,BTCUSDT,59129.99
2021-04-07,59129.99,59495.24,57413.02,54201.000727,BTCUSDT,57991.15
2021-04-08,57990.03,58655.0,55473.0,71228.405659,BTCUSDT,55953.45
2021-04-09,55953.44,58153.31,55700.0,44283.147019,BTCUSDT,58077.52
2021-04-10,58077.52,58894.9,57654.0,40831.884911,BTCUSDT,58142.54
2021-04-11,58142.55,61500.0,57900.01,69906.424117,BTCUSDT,59769.13
2021-04-12,59769.13,60699.0,59232.52,41156.715391,BTCUSDT,60002.43
2021-04-13,59998.8,61300.0,59350.59,56375.037117,BTCUSDT,59860.0
2021-04-14,59860.01,63777.77,59805.15,82848.688746,BTCUSDT,63575.0
2021-04-15,63575.01,64854.0,61301.0,82616.343993,BTCUSDT,62959.53
2021-04-16,62959.53,63800.0,62020.0,51649.70034,BTCUSDT,63159.98
2021-04-17,63158.74,63520.61,60000.0,91764.139884,BTCUSDT,61334.8
2021-04-18,61334.81,62506.05,59580.91,58912.256128,BTCUSDT,60006.66
2021-04-19,60006.67,60499.0,50931.3,124882.131824,BTCUSDT,56150.01
2021-04-20,56150.01,57526.81,54221.58,78229.042267,BTCUSDT,55633.14
2021-04-21,55633.14,57076.24,53329.96,72744.482151,BTCUSDT,56425.0
2021-04-22,56425.0,56757.91,53536.02,66984.756909,BTCUSDT,53787.63
2021-04-23,53787.62,55521.48,50500.0,104656.631337,BTCUSDT,51690.96
2021-04-24,51690.95,52131.85,47500.0,132230.780719,BTCUSDT,51125.14
2021-04-25,51110.56,51166.22,48657.14,55361.512573,BTCUSDT,50047.84
2021-04-26,50047.84,50567.91,46930.0,58255.645004,BTCUSDT,49066.77
2021-04-27,49066.76,54356.62,48753.44,86310.802124,BTCUSDT,54001.39
2021-04-28,54001.38,55460.0,53222.0,54064.034675,BTCUSDT,55011.97
2021-04-29,55011.97,56428.0,53813.16,55130.459015,BTCUSDT,54846.22
2021-04-30,54846.23,55195.84,52330.94,52486.019455,BTCUSDT,53555.0
2021-05-01,53555.0,57963.0,53013.01,68578.910045,BTCUSDT,57694.27
2021-05-02,57697.25,58458.07,56956.14,42600.351836,BTCUSDT,57800.37
2021-05-03,57797.35,57911.02,56035.25,36812.878863,BTCUSDT,56578.21
2021-05-04,56578.21,58981.44,56435.0,57649.931286,BTCUSDT,57169.39
2021-05-05,57169.39,57200.0,53046.69,85324.625903,BTCUSDT,53200.01
2021-05-06,53205.05,58069.82,52900.0,77263.923439,BTCUSDT,57436.11
2021-05-07,57436.11,58360.0,55200.0,70181.671908,BTCUSDT,56393.68
2021-05-08,56393.68,58650.0,55241.63,74542.747829,BTCUSDT,57314.75
2021-05-09,57315.49,59500.0,56900.0,69709.906028,BTCUSDT,58862.05
2021-05-10,58866.53,59300.0,56235.66,69806.11991,BTCUSDT,58240.84
2021-05-11,58240.83,59500.0,53400.0,89586.34925,BTCUSDT,55816.14
2021-05-12,55816.14,56862.43,54370.0,64329.54055,BTCUSDT,56670.02
2021-05-13,56670.02,58000.01,48600.0,99842.789836,BTCUSDT,49631.32
2021-05-14,49537.15,51367.19,46000.0,147332.002121,BTCUSDT,49670.97
2021-05-15,49671.92,51483.0,48799.75,80082.204306,BTCUSDT,49841.45
2021-05-16,49844.16,50700.0,46555.0,89437.449359,BTCUSDT,46762.99
2021-05-17,46762.99,49795.89,43825.39,114269.812775,BTCUSDT,46431.5
2021-05-18,46426.83,46686.0,42001.0,166657.172736,BTCUSDT,43538.04
2021-05-19,43538.02,45799.29,42250.02,116979.860784,BTCUSDT,42849.78
2021-05-20,42849.78,43584.9,30000.0,354347.243161,BTCUSDT,36690.09
2021-05-21,36671.23,42451.67,34850.0,203017.596923,BTCUSDT,40526.64
2021-05-22,40525.39,42200.0,33488.0,202100.888258,BTCUSDT,37252.01
2021-05-23,37263.35,38829.0,35200.62,126542.243689,BTCUSDT,37449.73
2021-05-24,37458.51,38270.64,31111.01,217136.046593,BTCUSDT,34655.25
2021-05-25,34681.44,39920.0,34031.0,161630.893971,BTCUSDT,38796.29
2021-05-26,38810.99,39791.77,36419.62,111996.228404,BTCUSDT,38324.72
2021-05-27,38324.72,40841.0,37800.44,104780.773396,BTCUSDT,39241.91
2021-05-28,39241.92,40411.14,37134.27,86547.158794,BTCUSDT,38529.98
2021-05-29,38529.99,38877.83,34684.0,135377.62972,BTCUSDT,35663.49
2021-05-30,35661.79,37338.58,33632.76,112663.092689,BTCUSDT,34605.15
2021-05-31,34605.15,36488.0,33379.0,73535.386967,BTCUSDT,35641.27
2021-06-01,35641.26,37499.0,34153.84,94160.735289,BTCUSDT,37253.81
2021-06-02,37253.82,37894.81,35666.0,81234.66377,BTCUSDT,36693.09
2021-06-03,36694.85,38225.0,35920.0,67587.372495,BTCUSDT,37568.68
2021-06-04,37568.68,39476.0,37170.0,75889.106011,BTCUSDT,39246.79
2021-06-05,39246.78,39289.07,35555.15,91317.799245,BTCUSDT,36829.0
2021-06-06,36829.15,37925.0,34800.0,70459.62149,BTCUSDT,35513.2
2021-06-07,35516.07,36480.0,35222.0,47650.206637,BTCUSDT,35796.31
2021-06-08,35796.31,36900.0,33300.0,77574.952573,BTCUSDT,33552.79
