timestamp,open,high,low,volume,tic,close
2021-01-01 01:00:00,28923.63,29031.34,28690.17,2311.811445,BTCUSDT,28995.13
2021-01-01 02:00:00,28995.13,29470.0,28960.35,5403.068471,BTCUSDT,29409.99
2021-01-01 03:00:00,29410.0,29465.26,29120.03,2384.23156,BTCUSDT,29194.65
2021-01-01 04:00:00,29195.25,29367.0,29150.02,1461.345077,BTCUSDT,29278.4
2021-01-01 05:00:00,29278.41,29395.0,29029.4,2038.046803,BTCUSDT,29220.31
2021-01-01 06:00:00,29220.31,29235.28,29084.11,1469.956262,BTCUSDT,29187.01
2021-01-01 07:00:00,29187.01,29270.0,29077.32,1420.726291,BTCUSDT,29174.35
2021-01-01 08:00:00,29174.35,29191.98,28806.54,2380.180918,BTCUSDT,29092.83
2021-01-01 09:00:00,29092.84,29178.03,28872.24,2008.165739,BTCUSDT,29000.01
2021-01-01 10:00:00,29000.01,29307.73,28970.0,2022.056022,BTCUSDT,29202.21
2021-01-01 11:00:00,29202.21,29344.97,29152.88,1944.255841,BTCUSDT,29223.82
2021-01-01 12:00:00,29223.82,29402.57,29212.44,2309.227717,BTCUSDT,29313.49
2021-01-01 13:00:00,29313.49,29600.0,29150.0,4191.915161,BTCUSDT,29233.49
2021-01-01 14:00:00,29233.49,29470.0,29200.0,2211.29829,BTCUSDT,29464.79
2021-01-01 15:00:00,29464.79,29530.0,29266.15,2612.67217,BTCUSDT,29327.84
2021-01-01 16:00:00,29327.83,29391.0,29030.14,2779.063894,BTCUSDT,29188.67
2021-01-01 17:00:00,29188.67,29360.0,29125.0,1490.329484,BTCUSDT,29300.57
2021-01-01 18:00:00,29300.79,29339.76,28937.0,2504.977099,BTCUSDT,29079.64
2021-01-01 19:00:00,29077.59,29259.98,28624.57,4226.430041,BTCUSDT,29072.7
2021-01-01 20:00:00,29072.7,29125.32,28950.0,1629.228721,BTCUSDT,29029.04
2021-01-01 21:00:00,29029.04,29279.72,28880.37,1838.549082,BTCUSDT,29200.96
2021-01-01 22:00:00,29200.97,29289.82,29130.0,1447.229641,BTCUSDT,29160.39
2021-01-01 23:00:00,29163.17,29326.74,29104.57,1127.035897,BTCUSDT,29262.32
2021-01-02 00:00:00,29262.32,29338.89,29228.14,971.123385,BTCUSDT,29331.69
2021-01-02 01:00:00,29331.7,29338.59,28946.53,2638.159379,BTCUSDT,29197.48
2021-01-02 02:00:00,29197.93,29400.0,29100.0,1891.997249,BTCUSDT,29359.47
2021-01-02 03:00:00,29359.46,29469.0,29320.01,1704.830137,BTCUSDT,29323.82
2021-01-02 04:00:00,29323.82,29382.49,29256.85,1158.041761,BTCUSDT,29351.95
2021-01-02 05:00:00,29351.95,29396.0,29220.0,988.71107,BTCUSDT,29349.63
2021-01-02 06:00:00,29349.63,29590.0,29349.63,2778.878231,BTCUSDT,29589.99
2021-01-02 07:00:00,29589.99,29745.0,29450.0,3030.24082,BTCUSDT,29709.07
2021-01-02 08:00:00,29709.06,29820.5,29623.31,3067.812724,BTCUSDT,29750.0
2021-01-02 09:00:00,29751.47,29849.11,29640.0,2358.088241,BTCUSDT,29844.51
2021-01-02 10:00:00,29844.52,29899.0,29578.05,3188.497375,BTCUSDT,29612.87
2021-01-02 11:00:00,29612.88,29829.0,29473.91,2315.182337,BTCUSDT,29680.99
2021-01-02 12:00:00,29679.51,29780.53,29622.79,1365.036655,BTCUSDT,29755.0
2021-01-02 13:00:00,29754.99,30888.0,29741.39,12772.566044,BTCUSDT,30604.03
2021-01-02 14:00:00,30604.03,31561.87,30521.0,9182.429703,BTCUSDT,31541.17
2021-01-02 15:00:00,31546.06,31567.89,31065.0,6447.783897,BTCUSDT,31290.53
2021-01-02 16:00:00,31290.53,31800.0,31236.37,5626.193755,BTCUSDT,31691.29
2021-01-02 17:00:00,31691.09,33000.0,31616.42,15432.285186,BTCUSDT,32482.28
2021-01-02 18:00:00,32484.28,32935.0,32394.77,6402.180701,BTCUSDT,32856.96
2021-01-02 19:00:00,32856.95,33300.0,32421.0,7170.295412,BTCUSDT,32999.98
2021-01-02 20:00:00,32999.98,33220.0,32690.0,5844.856499,BTCUSDT,33027.2
2021-01-02 21:00:00,33027.2,33061.37,30550.0,15733.283112,BTCUSDT,30667.22
2021-01-02 22:00:00,30669.43,32005.94,30300.0,10395.120642,BTCUSDT,31694.59
2021-01-02 23:00:00,31693.53,32311.92,31424.96,3879.062094,BTCUSDT,32145.66
2021-01-03 00:00:00,32143.53,32246.67,31500.0,4622.340338,BTCUSDT,32178.33
2021-01-03 01:00:00,32176.45,32497.8,31962.99,3346.062141,BTCUSDT,32447.94
2021-01-03 02:00:00,32447.95,32790.07,32201.0,3401.152207,BTCUSDT,32585.09
2021-01-03 03:00:00,32583.04,32884.09,32550.0,2017.209759,BTCUSDT,32741.67
2021-01-03 04:00:00,32741.68,32756.0,32404.0,2125.8788,BTCUSDT,32573.87
2021-01-03 05:00:00,32576.11,33250.0,32450.0,3436.070984,BTCUSDT,33192.53
2021-01-03 06:00:00,33192.53,34180.0,33109.44,10355.070315,BTCUSDT,33758.67
2021-01-03 07:00:00,33758.67,34110.05,33651.12,4526.910974,BTCUSDT,33967.13
2021-01-03 08:00:00,33967.13,34778.11,33737.19,7968.074023,BTCUSDT,34452.34
2021-01-03 09:00:00,34451.78,34670.41,33757.29,6146.774112,BTCUSDT,34367.68
2021-01-03 10:00:00,34367.35,34588.88,33800.0,6052.678972,BTCUSDT,34190.55
2021-01-03 11:00:00,34189.98,34350.0,33403.0,6335.226642,BTCUSDT,33877.96
2021-01-03 12:00:00,33877.96,34450.0,33787.55,4116.853141,BTCUSDT,34413.53
2021-01-03 13:00:00,34413.53,34600.0,33928.75,4546.283481,BTCUSDT,34103.72
2021-01-03 14:00:00,34103.73,34385.02,33800.0,4373.738376,BTCUSDT,33880.0
2021-01-03 15:00:00,33877.98,34150.0,33450.0,5928.805563,BTCUSDT,33811.54
2021-01-03 16:00:00,33811.54,33873.45,32727.0,8391.249757,BTCUSDT,33506.62
2021-01-03 17:00:00,33505.15,33822.69,32650.0,7983.739125,BTCUSDT,32676.74
2021-01-03 18:00:00,32676.75,33333.33,32454.73,7447.809163,BTCUSDT,32909.27
2021-01-03 19:00:00,32907.51,33031.57,32267.0,4707.199943,BTCUSDT,32769.76
2021-01-03 20:00:00,32769.79,32930.0,32455.71,2288.439412,BTCUSDT,32772.21
2021-01-03 21:00:00,32775.1,33816.0,32727.1,5420.678183,BTCUSDT,33726.21
2021-01-03 22:00:00,33725.72,33861.92,33506.0,2123.067992,BTCUSDT,33558.34
2021-01-03 23:00:00,33559.06,33661.1,33000.0,2841.033093,BTCUSDT,33119.14
2021-01-04 00:00:00,33119.14,33600.0,32600.0,5077.560592,BTCUSDT,33000.05
2021-01-04 01:00:00,33000.05,33111.44,32400.25,4792.206831,BTCUSDT,32843.88
2021-01-04 02:00:00,32843.89,33327.0,32602.47,3390.023872,BTCUSDT,33191.04
2021-01-04 03:00:00,33191.05,33588.0,32958.38,3180.350783,BTCUSDT,33454.22
2021-01-04 04:00:00,33454.21,33510.71,33160.0,3174.209134,BTCUSDT,33505.16
2021-01-04 05:00:00,33505.15,33600.0,33186.14,3167.029273,BTCUSDT,33257.55
2021-01-04 06:00:00,33257.56,33315.9,32802.25,3990.70088,BTCUSDT,32813.01
2021-01-04 07:00:00,32813.01,33408.0,32813.0,4768.764928,BTCUSDT,33100.02
2021-01-04 08:00:00,33100.02,33148.69,31505.0,9472.376828,BTCUSDT,32068.84
2021-01-04 09:00:00,32068.84,32567.88,31450.0,6529.253248,BTCUSDT,32045.14
2021-01-04 10:00:00,32045.15,32152.15,30248.85,11271.896531,BTCUSDT,31038.63
2021-01-04 11:00:00,31038.35,31227.33,28130.0,19376.831179,BTCUSDT,30270.76
2021-01-04 12:00:00,30270.76,30900.2,29400.0,9413.490067,BTCUSDT,30743.06
2021-01-04 13:00:00,30742.99,31434.07,30454.25,8316.880828,BTCUSDT,31219.02
2021-01-04 14:00:00,31219.03,31400.0,30600.0,5474.654787,BTCUSDT,31400.0
2021-01-04 15:00:00,31400.0,32167.93,31400.0,7479.383587,BTCUSDT,32113.68
2021-01-04 16:00:00,32113.68,32185.67,31550.0,5321.620251,BTCUSDT,31745.72
2021-01-04 17:00:00,31745.71,31920.0,30723.0,8174.285783,BTCUSDT,31320.31
2021-01-04 18:00:00,31320.3,31523.01,30626.36,4962.562729,BTCUSDT,31024.17
2021-01-04 19:00:00,31022.25,31465.44,31001.0,3361.43987,BTCUSDT,31165.16
2021-01-04 20:00:00,31165.16,31855.75,31104.99,3388.372221,BTCUSDT,31665.51
2021-01-04 21:00:00,31665.52,31830.95,31210.0,2850.963087,BTCUSDT,31244.97
2021-01-04 22:00:00,31244.97,31579.0,30856.08,3202.456127,BTCUSDT,31014.27
2021-01-04 23:00:00,31014.27,31474.78,30950.0,1646.484138,BTCUSDT,31332.05
2021-01-05 00:00:00,31332.05,32031.01,31150.0,4193.648728,BTCUSDT,31988.71
2021-01-05 01:00:00,31989.75,32853.38,31989.74,7707.64341,BTCUSDT,32430.49
2021-01-05 02:00:00,32430.69,32796.0,32224.25,4246.96065,BTCUSDT,32786.06
2021-01-05 03:00:00,32786.05,32828.26,32221.1,3163.430044,BTCUSDT,32306.64
2021-01-05 04:00:00,32306.64,32536.09,31130.86,5695.044496,BTCUSDT,31200.0
2021-01-05 05:00:00,31190.04,31538.45,30418.0,7229.486366,BTCUSDT,30858.98
2021-01-05 06:00:00,30858.98,31366.16,29900.0,6366.976124,BTCUSDT,30436.25
2021-01-05 07:00:00,30436.26,31270.43,29900.0,6611.210735,BTCUSDT,31123.25
2021-01-05 08:00:00,31123.25,31312.03,30759.47,2811.383953,BTCUSDT,30817.77
2021-01-05 09:00:00,30817.78,31522.19,30817.78,3237.120957,BTCUSDT,31192.09
2021-01-05 10:00:00,31192.16,31821.94,31157.9,3935.597979,BTCUSDT,31569.63
2021-01-05 11:00:00,31569.63,31687.11,31088.33,3174.760396,BTCUSDT,31345.77
2021-01-05 12:00:00,31347.73,31777.0,31284.15,2908.121768,BTCUSDT,31776.66
2021-01-05 13:00:00,31776.66,32057.13,31563.84,4161.551334,BTCUSDT,31585.01
2021-01-05 14:00:00,31585.0,31900.0,31416.27,2523.023165,BTCUSDT,31460.01
2021-01-05 15:00:00,31460.11,32375.07,31111.78,5942.102854,BTCUSDT,32342.33
2021-01-05 16:00:00,32343.61,32374.31,31929.41,3616.599016,BTCUSDT,32099.98
2021-01-05 17:00:00,32099.97,32670.0,31763.23,4926.171616,BTCUSDT,32469.9
2021-01-05 18:00:00,32469.9,32790.0,32254.18,3599.645718,BTCUSDT,32742.73
