timestamp,open,high,low,close,volume,tic
2021-01-01 01:00:00.000,28923.63,29031.34,28690.17,28995.13,2311.811445,BTCUSDT
2021-01-01 02:00:00.000,28995.13,29470.0,28960.35,29409.99,5403.068471,BTCUSDT
2021-01-01 03:00:00.000,29410.0,29465.26,29120.03,29194.65,2384.23156,BTCUSDT
2021-01-01 04:00:00.000,29195.25,29367.0,29150.02,29278.4,1461.345077,BTCUSDT
2021-01-01 05:00:00.000,29278.41,29395.0,29029.4,29220.31,2038.046803,BTCUSDT
2021-01-01 06:00:00.000,29220.31,29235.28,29084.11,29187.01,1469.956262,BTCUSDT
2021-01-01 07:00:00.000,29187.01,29270.0,29077.32,29174.35,1420.726291,BTCUSDT
2021-01-01 08:00:00.000,29174.35,29191.98,28806.54,29092.83,2380.180918,BTCUSDT
2021-01-01 09:00:00.000,29092.84,29178.03,28872.24,29000.01,2008.165739,BTCUSDT
2021-01-01 10:00:00.000,29000.01,29307.73,28970.0,29202.21,2022.056022,BTCUSDT
2021-01-01 11:00:00.000,29202.21,29344.97,29152.88,29223.82,1944.255841,BTCUSDT
2021-01-01 12:00:00.000,29223.82,29402.57,29212.44,29313.49,2309.227717,BTCUSDT
2021-01-01 13:00:00.000,29313.49,29600.0,29150.0,29233.49,4191.915161,BTCUSDT
2021-01-01 14:00:00.000,29233.49,29470.0,29200.0,29464.79,2211.29829,BTCUSDT
2021-01-01 15:00:00.000,29464.79,29530.0,29266.15,29327.84,2612.67217,BTCUSDT
2021-01-01 16:00:00.000,29327.83,29391.0,29030.14,29188.67,2779.063894,BTCUSDT
2021-01-01 17:00:00.000,29188.67,29360.0,29125.0,29300.57,1490.329484,BTCUSDT
2021-01-01 18:00:00.000,29300.79,29339.76,28937.0,29079.64,2504.977099,BTCUSDT
2021-01-01 19:00:00.000,29077.59,29259.98,28624.57,29072.7,4226.430041,BTCUSDT
2021-01-01 20:00:00.000,29072.7,29125.32,28950.0,29029.04,1629.228721,BTCUSDT
2021-01-01 21:00:00.000,29029.04,29279.72,28880.37,29200.96,1838.549082,BTCUSDT
2021-01-01 22:00:00.000,29200.97,29289.82,29130.0,29160.39,1447.229641,BTCUSDT
2021-01-01 23:00:00.000,29163.17,29326.74,29104.57,29262.32,1127.035897,BTCUSDT
2021-01-02 00:00:00.000,29262.32,29338.89,29228.14,29331.69,971.123385,BTCUSDT
2021-01-02 01:00:00.000,29331.7,29338.59,28946.53,29197.48,2638.159379,BTCUSDT
2021-01-02 02:00:00.000,29197.93,29400.0,29100.0,29359.47,1891.997249,BTCUSDT
2021-01-02 03:00:00.000,29359.46,29469.0,29320.01,29323.82,1704.830137,BTCUSDT
2021-01-02 04:00:00.000,29323.82,29382.49,29256.85,29351.95,1158.041761,BTCUSDT
2021-01-02 05:00:00.000,29351.95,29396.0,29220.0,29349.63,988.71107,BTCUSDT
2021-01-02 06:00:00.000,29349.63,29590.0,29349.63,29589.99,2778.878231,BTCUSDT
2021-01-02 07:00:00.000,29589.99,29745.0,29450.0,29709.07,3030.24082,BTCUSDT
2021-01-02 08:00:00.000,29709.06,29820.5,29623.31,29750.0,3067.812724,BTCUSDT
2021-01-02 09:00:00.000,29751.47,29849.11,29640.0,29844.51,2358.088241,BTCUSDT
2021-01-02 10:00:00.000,29844.52,29899.0,29578.05,29612.87,3188.497375,BTCUSDT
2021-01-02 11:00:00.000,29612.88,29829.0,29473.91,29680.99,2315.182337,BTCUSDT
2021-01-02 12:00:00.000,29679.51,29780.53,29622.79,29755.0,1365.036655,BTCUSDT
2021-01-02 13:00:00.000,29754.99,30888.0,29741.39,30604.03,12772.566044,BTCUSDT
2021-01-02 14:00:00.000,30604.03,31561.87,30521.0,31541.17,9182.429703,BTCUSDT
2021-01-02 15:00:00.000,31546.06,31567.89,31065.0,31290.53,6447.783897,BTCUSDT
2021-01-02 16:00:00.000,31290.53,31800.0,31236.37,31691.29,5626.193755,BTCUSDT
2021-01-02 17:00:00.000,31691.09,33000.0,31616.42,32482.28,15432.285186,BTCUSDT
2021-01-02 18:00:00.000,32484.28,32935.0,32394.77,32856.96,6402.180701,BTCUSDT
2021-01-02 19:00:00.000,32856.95,33300.0,32421.0,32999.98,7170.295412,BTCUSDT
2021-01-02 20:00:00.000,32999.98,33220.0,32690.0,33027.2,5844.856499,BTCUSDT
2021-01-02 21:00:00.000,33027.2,33061.37,30550.0,30667.22,15733.283112,BTCUSDT
2021-01-02 22:00:00.000,30669.43,32005.94,30300.0,31694.59,10395.120642,BTCUSDT
2021-01-02 23:00:00.000,31693.53,32311.92,31424.96,32145.66,3879.062094,BTCUSDT
2021-01-03 00:00:00.000,32143.53,32246.67,31500.0,32178.33,4622.340338,BTCUSDT
2021-01-03 01:00:00.000,32176.45,32497.8,31962.99,32447.94,3346.062141,BTCUSDT
2021-01-03 02:00:00.000,32447.95,32790.07,32201.0,32585.09,3401.152207,BTCUSDT
2021-01-03 03:00:00.000,32583.04,32884.09,32550.0,32741.67,2017.209759,BTCUSDT
2021-01-03 04:00:00.000,32741.68,32756.0,32404.0,32573.87,2125.8788,BTCUSDT
2021-01-03 05:00:00.000,32576.11,33250.0,32450.0,33192.53,3436.070984,BTCUSDT
2021-01-03 06:00:00.000,33192.53,34180.0,33109.44,33758.67,10355.070315,BTCUSDT
2021-01-03 07:00:00.000,33758.67,34110.05,33651.12,33967.13,4526.910974,BTCUSDT
2021-01-03 08:00:00.000,33967.13,34778.11,33737.19,34452.34,7968.074023,BTCUSDT
2021-01-03 09:00:00.000,34451.78,34670.41,33757.29,34367.68,6146.774112,BTCUSDT
2021-01-03 10:00:00.000,34367.35,34588.88,33800.0,34190.55,6052.678972,BTCUSDT
2021-01-03 11:00:00.000,34189.98,34350.0,33403.0,33877.96,6335.226642,BTCUSDT
2021-01-03 12:00:00.000,33877.96,34450.0,33787.55,34413.53,4116.853141,BTCUSDT
2021-01-03 13:00:00.000,34413.53,34600.0,33928.75,34103.72,4546.283481,BTCUSDT
2021-01-03 14:00:00.000,34103.73,34385.02,33800.0,33880.0,4373.738376,BTCUSDT
2021-01-03 15:00:00.000,33877.98,34150.0,33450.0,33811.54,5928.805563,BTCUSDT
2021-01-03 16:00:00.000,33811.54,33873.45,32727.0,33506.62,8391.249757,BTCUSDT
2021-01-03 17:00:00.000,33505.15,33822.69,32650.0,32676.74,7983.739125,BTCUSDT
2021-01-03 18:00:00.000,32676.75,33333.33,32454.73,32909.27,7447.809163,BTCUSDT
2021-01-03 19:00:00.000,32907.51,33031.57,32267.0,32769.76,4707.199943,BTCUSDT
2021-01-03 20:00:00.000,32769.79,32930.0,32455.71,32772.21,2288.439412,BTCUSDT
2021-01-03 21:00:00.000,32775.1,33816.0,32727.1,33726.21,5420.678183,BTCUSDT
2021-01-03 22:00:00.000,33725.72,33861.92,33506.0,33558.34,2123.067992,BTCUSDT
2021-01-03 23:00:00.000,33559.06,33661.1,33000.0,33119.14,2841.033093,BTCUSDT
2021-01-04 00:00:00.000,33119.14,33600.0,32600.0,33000.05,5077.560592,BTCUSDT
2021-01-04 01:00:00.000,33000.05,33111.44,32400.25,32843.88,4792.206831,BTCUSDT
2021-01-04 02:00:00.000,32843.89,33327.0,32602.47,33191.04,3390.023872,BTCUSDT
2021-01-04 03:00:00.000,33191.05,33588.0,32958.38,33454.22,3180.350783,BTCUSDT
2021-01-04 04:00:00.000,33454.21,33510.71,33160.0,33505.16,3174.209134,BTCUSDT
2021-01-04 05:00:00.000,33505.15,33600.0,33186.14,33257.55,3167.029273,BTCUSDT
2021-01-04 06:00:00.000,33257.56,33315.9,32802.25,32813.01,3990.70088,BTCUSDT
2021-01-04 07:00:00.000,32813.01,33408.0,32813.0,33100.02,4768.764928,BTCUSDT
2021-01-04 08:00:00.000,33100.02,33148.69,31505.0,32068.84,9472.376828,BTCUSDT
2021-01-04 09:00:00.000,32068.84,32567.88,31450.0,32045.14,6529.253248,BTCUSDT
2021-01-04 10:00:00.000,32045.15,32152.15,30248.85,31038.63,11271.896531,BTCUSDT
2021-01-04 11:00:00.000,31038.35,31227.33,28130.0,30270.76,19376.831179,BTCUSDT
2021-01-04 12:00:00.000,30270.76,30900.2,29400.0,30743.06,9413.490067,BTCUSDT
2021-01-04 13:00:00.000,30742.99,31434.07,30454.25,31219.02,8316.880828,BTCUSDT
2021-01-04 14:00:00.000,31219.03,31400.0,30600.0,31400.0,5474.654787,BTCUSDT
2021-01-04 15:00:00.000,31400.0,32167.93,31400.0,32113.68,7479.383587,BTCUSDT
2021-01-04 16:00:00.000,32113.68,32185.67,31550.0,31745.72,5321.620251,BTCUSDT
2021-01-04 17:00:00.000,31745.71,31920.0,30723.0,31320.31,8174.285783,BTCUSDT
2021-01-04 18:00:00.000,31320.3,31523.01,30626.36,31024.17,4962.562729,BTCUSDT
2021-01-04 19:00:00.000,31022.25,31465.44,31001.0,31165.16,3361.43987,BTCUSDT
2021-01-04 20:00:00.000,31165.16,31855.75,31104.99,31665.51,3388.372221,BTCUSDT
2021-01-04 21:00:00.000,31665.52,31830.95,31210.0,31244.97,2850.963087,BTCUSDT
2021-01-04 22:00:00.000,31244.97,31579.0,30856.08,31014.27,3202.456127,BTCUSDT
2021-01-04 23:00:00.000,31014.27,31474.78,30950.0,31332.05,1646.484138,BTCUSDT
2021-01-05 00:00:00.000,31332.05,32031.01,31150.0,31988.71,4193.648728,BTCUSDT
2021-01-05 01:00:00.000,31989.75,32853.38,31989.74,32430.49,7707.64341,BTCUSDT
2021-01-05 02:00:00.000,32430.69,32796.0,32224.25,32786.06,4246.96065,BTCUSDT
2021-01-05 03:00:00.000,32786.05,32828.26,32221.1,32306.64,3163.430044,BTCUSDT
